Series ID,Year,Period,Label,Value
LAUST330000000000003,2022,M10,2022 Oct,2.1
LAUST330000000000003,2022,M11,2022 Nov,2.1
LAUST330000000000003,2022,M12,2022 Dec,1.9
LAUST330000000000003,2023,M01,2023 Jan,2.5
LAUST330000000000003,2023,M02,2023 Feb,2.3
LAUST330000000000003,2023,M03,2023 Mar,2.1
LAUST330000000000003,2023,M04,2023 Apr,1.4
LAUST330000000000003,2023,M05,2023 May,1.7
LAUST330000000000003,2023,M06,2023 Jun,2.0
LAUST330000000000003,2023,M07,2023 Jul,2.1
LAUST330000000000003,2023,M08,2023 Aug,2.4
LAUST330000000000003,2023,M09,2023 Sep,2.4
LAUST330000000000003,2023,M10,2023 Oct,2.3
LAUST330000000000003,2023,M11,2023 Nov,2.6
LAUST330000000000003,2023,M12,2023 Dec,2.6
LAUST330000000000003,2024,M01,2024 Jan,2.6
LAUST330000000000003,2024,M02,2024 Feb,2.9
LAUST340000000000003,2022,M01,2022 Jan,5.7
LAUST340000000000003,2022,M02,2022 Feb,5.2
LAUST340000000000003,2022,M03,2022 Mar,4.5
LAUST340000000000003,2022,M04,2022 Apr,3.8
LAUST340000000000003,2022,M05,2022 May,3.6
LAUST340000000000003,2022,M06,2022 Jun,3.8
LAUST340000000000003,2022,M07,2022 Jul,3.8
LAUST340000000000003,2022,M08,2022 Aug,3.3
LAUST340000000000003,2022,M09,2022 Sep,3.0
LAUST340000000000003,2022,M10,2022 Oct,3.2
LAUST340000000000003,2022,M11,2022 Nov,3.3
LAUST340000000000003,2022,M12,2022 Dec,3.4
LAUST340000000000003,2023,M01,2023 Jan,4.3
LAUST340000000000003,2023,M02,2023 Feb,4.5
LAUST340000000000003,2023,M03,2023 Mar,4.2
LAUST340000000000003,2023,M04,2023 Apr,3.7
LAUST340000000000003,2023,M05,2023 May,4.3
LAUST340000000000003,2023,M06,2023 Jun,4.6
LAUST340000000000003,2023,M07,2023 Jul,4.8
LAUST340000000000003,2023,M08,2023 Aug,4.9
LAUST340000000000003,2023,M09,2023 Sep,4.5
LAUST340000000000003,2023,M10,2023 Oct,4.5
LAUST340000000000003,2023,M11,2023 Nov,4.4
LAUST340000000000003,2023,M12,2023 Dec,4.5
LAUST340000000000003,2024,M01,2024 Jan,5.2
LAUST340000000000003,2024,M02,2024 Feb,5.1
LAUST350000000000003,2022,M01,2022 Jan,5.6
LAUST350000000000003,2022,M02,2022 Feb,5.0
LAUST350000000000003,2022,M03,2022 Mar,4.4
LAUST350000000000003,2022,M04,2022 Apr,4.1
LAUST350000000000003,2022,M05,2022 May,3.9
LAUST350000000000003,2022,M06,2022 Jun,4.7
LAUST350000000000003,2022,M07,2022 Jul,4.3
LAUST350000000000003,2022,M08,2022 Aug,3.7
LAUST350000000000003,2022,M09,2022 Sep,3.4
LAUST350000000000003,2022,M10,2022 Oct,3.3
LAUST350000000000003,2022,M11,2022 Nov,3.3
LAUST350000000000003,2022,M12,2022 Dec,3.1
LAUST350000000000003,2023,M01,2023 Jan,3.8
LAUST350000000000003,2023,M02,2023 Feb,3.8
LAUST350000000000003,2023,M03,2023 Mar,3.3
LAUST350000000000003,2023,M04,2023 Apr,3.2
LAUST350000000000003,2023,M05,2023 May,3.4
LAUST350000000000003,2023,M06,2023 Jun,4.3
LAUST350000000000003,2023,M07,2023 Jul,4.5
LAUST350000000000003,2023,M08,2023 Aug,4.1
LAUST350000000000003,2023,M09,2023 Sep,3.7
LAUST350000000000003,2023,M10,2023 Oct,3.7
LAUST350000000000003,2023,M11,2023 Nov,3.7
LAUST350000000000003,2023,M12,2023 Dec,3.6
LAUST350000000000003,2024,M01,2024 Jan,4.1
LAUST350000000000003,2024,M02,2024 Feb,3.8
LAUST360000000000003,2022,M01,2022 Jan,5.7
LAUST360000000000003,2022,M02,2022 Feb,5.4
LAUST360000000000003,2022,M03,2022 Mar,4.8
LAUST360000000000003,2022,M04,2022 Apr,4.2
LAUST360000000000003,2022,M05,2022 May,4.0
LAUST360000000000003,2022,M06,2022 Jun,4.3
LAUST360000000000003,2022,M07,2022 Jul,4.4
LAUST360000000000003,2022,M08,2022 Aug,4.3
LAUST360000000000003,2022,M09,2022 Sep,3.7
LAUST360000000000003,2022,M10,2022 Oct,3.7
LAUST360000000000003,2022,M11,2022 Nov,3.8
LAUST360000000000003,2022,M12,2022 Dec,3.9
LAUST360000000000003,2023,M01,2023 Jan,4.5
LAUST360000000000003,2023,M02,2023 Feb,4.6
LAUST360000000000003,2023,M03,2023 Mar,4.1
LAUST360000000000003,2023,M04,2023 Apr,3.6
LAUST360000000000003,2023,M05,2023 May,3.9
LAUST360000000000003,2023,M06,2023 Jun,4.1
LAUST360000000000003,2023,M07,2023 Jul,4.2
LAUST360000000000003,2023,M08,2023 Aug,4.5
LAUST360000000000003,2023,M09,2023 Sep,4.2
LAUST360000000000003,2023,M10,2023 Oct,4.4
LAUST360000000000003,2023,M11,2023 Nov,4.2
LAUST360000000000003,2023,M12,2023 Dec,4.4
LAUST360000000000003,2024,M01,2024 Jan,4.3
LAUST360000000000003,2024,M02,2024 Feb,4.5
LAUST370000000000003,2022,M01,2022 Jan,4.1
LAUST370000000000003,2022,M02,2022 Feb,3.9
LAUST370000000000003,2022,M03,2022 Mar,3.6
LAUST370000000000003,2022,M04,2022 Apr,3.3
LAUST370000000000003,2022,M05,2022 May,3.5
LAUST370000000000003,2022,M06,2022 Jun,3.9
LAUST370000000000003,2022,M07,2022 Jul,3.9
LAUST370000000000003,2022,M08,2022 Aug,4.1
LAUST370000000000003,2022,M09,2022 Sep,3.4
LAUST370000000000003,2022,M10,2022 Oct,3.7
LAUST370000000000003,2022,M11,2022 Nov,3.6
LAUST370000000000003,2022,M12,2022 Dec,3.3
LAUST370000000000003,2023,M01,2023 Jan,3.8
LAUST370000000000003,2023,M02,2023 Feb,3.7
LAUST370000000000003,2023,M03,2023 Mar,3.5
LAUST370000000000003,2023,M04,2023 Apr,2.9
LAUST370000000000003,2023,M05,2023 May,3.4
LAUST370000000000003,2023,M06,2023 Jun,3.6
LAUST370000000000003,2023,M07,2023 Jul,3.6
LAUST370000000000003,2023,M08,2023 Aug,3.7
LAUST370000000000003,2023,M09,2023 Sep,3.2
LAUST370000000000003,2023,M10,2023 Oct,3.4
LAUST370000000000003,2023,M11,2023 Nov,3.4
LAUST370000000000003,2023,M12,2023 Dec,3.2
LAUST370000000000003,2024,M01,2024 Jan,3.6
LAUST370000000000003,2024,M02,2024 Feb,3.7
LAUST380000000000003,2022,M01,2022 Jan,2.8
LAUST380000000000003,2022,M02,2022 Feb,2.6
LAUST380000000000003,2022,M03,2022 Mar,2.7
LAUST380000000000003,2022,M04,2022 Apr,2.1
LAUST380000000000003,2022,M05,2022 May,1.7
LAUST380000000000003,2022,M06,2022 Jun,2.3
LAUST380000000000003,2022,M07,2022 Jul,1.9
LAUST380000000000003,2022,M08,2022 Aug,1.9
LAUST380000000000003,2022,M09,2022 Sep,1.4
LAUST380000000000003,2022,M10,2022 Oct,1.4
LAUST380000000000003,2022,M11,2022 Nov,1.6
LAUST380000000000003,2022,M12,2022 Dec,1.9
LAUST380000000000003,2023,M01,2023 Jan,2.5
LAUST380000000000003,2023,M02,2023 Feb,2.5
LAUST380000000000003,2023,M03,2023 Mar,2.5
LAUST380000000000003,2023,M04,2023 Apr,2.0
LAUST380000000000003,2023,M05,2023 May,1.7
LAUST380000000000003,2023,M06,2023 Jun,2.1
LAUST380000000000003,2023,M07,2023 Jul,1.7
LAUST380000000000003,2023,M08,2023 Aug,1.6
LAUST380000000000003,2023,M09,2023 Sep,1.4
LAUST380000000000003,2023,M10,2023 Oct,1.3
LAUST380000000000003,2023,M11,2023 Nov,1.4
LAUST380000000000003,2023,M12,2023 Dec,1.8
LAUST380000000000003,2024,M01,2024 Jan,2.5
LAUST380000000000003,2024,M02,2024 Feb,2.6
LAUST390000000000003,2022,M01,2022 Jan,4.7
LAUST390000000000003,2022,M02,2022 Feb,4.6
LAUST390000000000003,2022,M03,2022 Mar,4.2
LAUST390000000000003,2022,M04,2022 Apr,3.7
LAUST390000000000003,2022,M05,2022 May,3.7
LAUST390000000000003,2022,M06,2022 Jun,4.5
LAUST390000000000003,2022,M07,2022 Jul,4.3
LAUST390000000000003,2022,M08,2022 Aug,4.2
LAUST390000000000003,2022,M09,2022 Sep,3.8
LAUST390000000000003,2022,M10,2022 Oct,3.7
LAUST390000000000003,2022,M11,2022 Nov,3.4
LAUST390000000000003,2022,M12,2022 Dec,3.4
LAUST390000000000003,2023,M01,2023 Jan,4.2
LAUST390000000000003,2023,M02,2023 Feb,4.2
LAUST390000000000003,2023,M03,2023 Mar,3.9
LAUST390000000000003,2023,M04,2023 Apr,3.1
LAUST390000000000003,2023,M05,2023 May,3.3
LAUST390000000000003,2023,M06,2023 Jun,3.7
LAUST390000000000003,2023,M07,2023 Jul,3.5
LAUST390000000000003,2023,M08,2023 Aug,3.6
LAUST390000000000003,2023,M09,2023 Sep,3.4
LAUST390000000000003,2023,M10,2023 Oct,3.3
LAUST390000000000003,2023,M11,2023 Nov,3.0
LAUST390000000000003,2023,M12,2023 Dec,3.1
LAUST390000000000003,2024,M01,2024 Jan,4.2
LAUST390000000000003,2024,M02,2024 Feb,4.4
LAUST400000000000003,2022,M01,2022 Jan,3.2
LAUST400000000000003,2022,M02,2022 Feb,3.2
LAUST400000000000003,2022,M03,2022 Mar,2.9
LAUST400000000000003,2022,M04,2022 Apr,2.5
LAUST400000000000003,2022,M05,2022 May,3.0
LAUST400000000000003,2022,M06,2022 Jun,3.4
LAUST400000000000003,2022,M07,2022 Jul,3.2
LAUST400000000000003,2022,M08,2022 Aug,3.4
LAUST400000000000003,2022,M09,2022 Sep,3.1
LAUST400000000000003,2022,M10,2022 Oct,3.2
LAUST400000000000003,2022,M11,2022 Nov,3.0
LAUST400000000000003,2022,M12,2022 Dec,2.7
LAUST400000000000003,2023,M01,2023 Jan,3.3
LAUST400000000000003,2023,M02,2023 Feb,3.3
LAUST400000000000003,2023,M03,2023 Mar,3.0
LAUST400000000000003,2023,M04,2023 Apr,2.5
LAUST400000000000003,2023,M05,2023 May,3.1
LAUST400000000000003,2023,M06,2023 Jun,3.4
LAUST400000000000003,2023,M07,2023 Jul,3.2
LAUST400000000000003,2023,M08,2023 Aug,3.5
LAUST400000000000003,2023,M09,2023 Sep,3.4
LAUST400000000000003,2023,M10,2023 Oct,3.5
LAUST400000000000003,2023,M11,2023 Nov,3.3
LAUST400000000000003,2023,M12,2023 Dec,3.2
LAUST400000000000003,2024,M01,2024 Jan,3.7
LAUST400000000000003,2024,M02,2024 Feb,3.9
LAUST410000000000003,2022,M01,2022 Jan,4.5
LAUST410000000000003,2022,M02,2022 Feb,4.1
LAUST410000000000003,2022,M03,2022 Mar,4.0
LAUST410000000000003,2022,M04,2022 Apr,3.5
LAUST410000000000003,2022,M05,2022 May,3.3
LAUST410000000000003,2022,M06,2022 Jun,3.9
LAUST410000000000003,2022,M07,2022 Jul,4.1
LAUST410000000000003,2022,M08,2022 Aug,4.3
LAUST410000000000003,2022,M09,2022 Sep,3.8
LAUST410000000000003,2022,M10,2022 Oct,3.8
LAUST410000000000003,2022,M11,2022 Nov,3.9
LAUST410000000000003,2022,M12,2022 Dec,3.8
LAUST410000000000003,2023,M01,2023 Jan,4.4
LAUST410000000000003,2023,M02,2023 Feb,4.1
LAUST410000000000003,2023,M03,2023 Mar,3.7
LAUST410000000000003,2023,M04,2023 Apr,3.0
LAUST410000000000003,2023,M05,2023 May,3.3
LAUST410000000000003,2023,M06,2023 Jun,3.7
LAUST410000000000003,2023,M07,2023 Jul,3.8
LAUST410000000000003,2023,M08,2023 Aug,3.9
LAUST410000000000003,2023,M09,2023 Sep,3.5
LAUST410000000000003,2023,M10,2023 Oct,3.6
LAUST410000000000003,2023,M11,2023 Nov,3.7
LAUST410000000000003,2023,M12,2023 Dec,4.0
LAUST410000000000003,2024,M01,2024 Jan,4.9
LAUST410000000000003,2024,M02,2024 Feb,4.9
LAUST420000000000003,2022,M01,2022 Jan,4.7
LAUST420000000000003,2022,M02,2022 Feb,4.5
LAUST420000000000003,2022,M03,2022 Mar,4.1
LAUST420000000000003,2022,M04,2022 Apr,3.8
LAUST420000000000003,2022,M05,2022 May,3.9
LAUST420000000000003,2022,M06,2022 Jun,4.5
LAUST420000000000003,2022,M07,2022 Jul,4.6
LAUST420000000000003,2022,M08,2022 Aug,5.0
LAUST420000000000003,2022,M09,2022 Sep,3.5
LAUST420000000000003,2022,M10,2022 Oct,3.6
LAUST420000000000003,2022,M11,2022 Nov,3.4
LAUST420000000000003,2022,M12,2022 Dec,3.3
LAUST420000000000003,2023,M01,2023 Jan,4.0
LAUST420000000000003,2023,M02,2023 Feb,4.1
LAUST420000000000003,2023,M03,2023 Mar,3.5
LAUST420000000000003,2023,M04,2023 Apr,2.9
LAUST420000000000003,2023,M05,2023 May,3.2
LAUST420000000000003,2023,M06,2023 Jun,3.6
LAUST420000000000003,2023,M07,2023 Jul,3.7
LAUST420000000000003,2023,M08,2023 Aug,4.2
LAUST420000000000003,2023,M09,2023 Sep,3.0
LAUST420000000000003,2023,M10,2023 Oct,3.1
LAUST420000000000003,2023,M11,2023 Nov,2.9
LAUST420000000000003,2023,M12,2023 Dec,2.9
LAUST420000000000003,2024,M01,2024 Jan,3.5
LAUST420000000000003,2024,M02,2024 Feb,3.6
LAUST440000000000003,2022,M01,2022 Jan,4.3
LAUST440000000000003,2022,M02,2022 Feb,4.0
LAUST440000000000003,2022,M03,2022 Mar,3.3
LAUST440000000000003,2022,M04,2022 Apr,2.7
LAUST440000000000003,2022,M05,2022 May,2.9
LAUST440000000000003,2022,M06,2022 Jun,3.0
LAUST440000000000003,2022,M07,2022 Jul,3.2
LAUST440000000000003,2022,M08,2022 Aug,4.0
LAUST440000000000003,2022,M09,2022 Sep,2.9
LAUST440000000000003,2022,M10,2022 Oct,2.8
LAUST440000000000003,2022,M11,2022 Nov,2.9
LAUST440000000000003,2022,M12,2022 Dec,2.3
LAUST440000000000003,2023,M01,2023 Jan,3.5
LAUST440000000000003,2023,M02,2023 Feb,3.7
LAUST440000000000003,2023,M03,2023 Mar,3.1
LAUST440000000000003,2023,M04,2023 Apr,2.3
LAUST440000000000003,2023,M05,2023 May,2.5
LAUST440000000000003,2023,M06,2023 Jun,2.5
LAUST440000000000003,2023,M07,2023 Jul,2.5
LAUST440000000000003,2023,M08,2023 Aug,3.4
LAUST440000000000003,2023,M09,2023 Sep,2.7
LAUST440000000000003,2023,M10,2023 Oct,3.0
LAUST440000000000003,2023,M11,2023 Nov,3.4
LAUST440000000000003,2023,M12,2023 Dec,3.5
LAUST440000000000003,2024,M01,2024 Jan,4.6
LAUST440000000000003,2024,M02,2024 Feb,5.4
LAUST450000000000003,2022,M01,2022 Jan,3.8
LAUST450000000000003,2022,M02,2022 Feb,3.8
LAUST450000000000003,2022,M03,2022 Mar,3.2
LAUST450000000000003,2022,M04,2022 Apr,2.6
LAUST450000000000003,2022,M05,2022 May,2.9
LAUST450000000000003,2022,M06,2022 Jun,3.5
LAUST450000000000003,2022,M07,2022 Jul,3.4
LAUST450000000000003,2022,M08,2022 Aug,3.4
LAUST450000000000003,2022,M09,2022 Sep,3.0
LAUST450000000000003,2022,M10,2022 Oct,3.3
LAUST450000000000003,2022,M11,2022 Nov,2.9
LAUST450000000000003,2022,M12,2022 Dec,3.0
LAUST450000000000003,2023,M01,2023 Jan,3.4
LAUST450000000000003,2023,M02,2023 Feb,3.5
LAUST450000000000003,2023,M03,2023 Mar,3.0
LAUST450000000000003,2023,M04,2023 Apr,2.3
LAUST450000000000003,2023,M05,2023 May,2.7
LAUST450000000000003,2023,M06,2023 Jun,3.2
LAUST450000000000003,2023,M07,2023 Jul,3.0
LAUST450000000000003,2023,M08,2023 Aug,2.7
LAUST450000000000003,2023,M09,2023 Sep,2.7
LAUST450000000000003,2023,M10,2023 Oct,3.1
LAUST450000000000003,2023,M11,2023 Nov,2.9
LAUST450000000000003,2023,M12,2023 Dec,3.0
LAUST450000000000003,2024,M01,2024 Jan,3.4
LAUST450000000000003,2024,M02,2024 Feb,3.6
LAUST460000000000003,2022,M01,2022 Jan,2.2
LAUST460000000000003,2022,M02,2022 Feb,2.4
LAUST460000000000003,2022,M03,2022 Mar,2.0
LAUST460000000000003,2022,M04,2022 Apr,2.0
LAUST460000000000003,2022,M05,2022 May,1.9
LAUST460000000000003,2022,M06,2022 Jun,2.1
LAUST460000000000003,2022,M07,2022 Jul,1.8
LAUST460000000000003,2022,M08,2022 Aug,2.2
LAUST460000000000003,2022,M09,2022 Sep,1.7
LAUST460000000000003,2022,M10,2022 Oct,1.9
LAUST460000000000003,2022,M11,2022 Nov,1.8
LAUST460000000000003,2022,M12,2022 Dec,2.1
LAUST460000000000003,2023,M01,2023 Jan,2.0
LAUST460000000000003,2023,M02,2023 Feb,2.4
LAUST460000000000003,2023,M03,2023 Mar,1.9
LAUST460000000000003,2023,M04,2023 Apr,2.1
LAUST460000000000003,2023,M05,2023 May,2.0
LAUST460000000000003,2023,M06,2023 Jun,2.1
LAUST460000000000003,2023,M07,2023 Jul,1.7
LAUST460000000000003,2023,M08,2023 Aug,2.1
LAUST460000000000003,2023,M09,2023 Sep,1.8
LAUST460000000000003,2023,M10,2023 Oct,2.0
LAUST460000000000003,2023,M11,2023 Nov,1.7
LAUST460000000000003,2023,M12,2023 Dec,2.0
LAUST460000000000003,2024,M01,2024 Jan,2.2
LAUST460000000000003,2024,M02,2024 Feb,2.7
LAUST470000000000003,2022,M01,2022 Jan,3.7
LAUST470000000000003,2022,M02,2022 Feb,3.5
LAUST470000000000003,2022,M03,2022 Mar,3.2
LAUST470000000000003,2022,M04,2022 Apr,3.0
LAUST470000000000003,2022,M05,2022 May,3.2
LAUST470000000000003,2022,M06,2022 Jun,4.0
LAUST470000000000003,2022,M07,2022 Jul,3.7
LAUST470000000000003,2022,M08,2022 Aug,3.6
LAUST470000000000003,2022,M09,2022 Sep,3.2
LAUST470000000000003,2022,M10,2022 Oct,3.4
LAUST470000000000003,2022,M11,2022 Nov,3.2
LAUST470000000000003,2022,M12,2022 Dec,3.0
LAUST470000000000003,2023,M01,2023 Jan,3.6
LAUST470000000000003,2023,M02,2023 Feb,3.5
LAUST470000000000003,2023,M03,2023 Mar,3.2
LAUST470000000000003,2023,M04,2023 Apr,2.7
LAUST470000000000003,2023,M05,2023 May,3.1
LAUST470000000000003,2023,M06,2023 Jun,3.7
LAUST470000000000003,2023,M07,2023 Jul,3.5
LAUST470000000000003,2023,M08,2023 Aug,3.4
LAUST470000000000003,2023,M09,2023 Sep,3.3
LAUST470000000000003,2023,M10,2023 Oct,3.4
LAUST470000000000003,2023,M11,2023 Nov,3.1
LAUST470000000000003,2023,M12,2023 Dec,3.0
LAUST470000000000003,2024,M01,2024 Jan,3.5
LAUST470000000000003,2024,M02,2024 Feb,2.8
LAUST480000000000003,2022,M01,2022 Jan,4.6
LAUST480000000000003,2022,M02,2022 Feb,4.3
LAUST480000000000003,2022,M03,2022 Mar,3.8
LAUST480000000000003,2022,M04,2022 Apr,3.5
LAUST480000000000003,2022,M05,2022 May,3.6
LAUST480000000000003,2022,M06,2022 Jun,4.2
LAUST480000000000003,2022,M07,2022 Jul,4.1
LAUST480000000000003,2022,M08,2022 Aug,4.0
LAUST480000000000003,2022,M09,2022 Sep,3.8
LAUST480000000000003,2022,M10,2022 Oct,3.8
LAUST480000000000003,2022,M11,2022 Nov,3.8
LAUST480000000000003,2022,M12,2022 Dec,3.7
LAUST480000000000003,2023,M01,2023 Jan,4.3
LAUST480000000000003,2023,M02,2023 Feb,4.4
LAUST480000000000003,2023,M03,2023 Mar,4.0
LAUST480000000000003,2023,M04,2023 Apr,3.5
LAUST480000000000003,2023,M05,2023 May,3.9
LAUST480000000000003,2023,M06,2023 Jun,4.2
LAUST480000000000003,2023,M07,2023 Jul,4.2
LAUST480000000000003,2023,M08,2023 Aug,4.2
LAUST480000000000003,2023,M09,2023 Sep,3.9
LAUST480000000000003,2023,M10,2023 Oct,3.7
LAUST480000000000003,2023,M11,2023 Nov,3.5
LAUST480000000000003,2023,M12,2023 Dec,3.5
LAUST480000000000003,2024,M01,2024 Jan,4.1
LAUST480000000000003,2024,M02,2024 Feb,4.4
LAUST490000000000003,2022,M01,2022 Jan,2.5
LAUST490000000000003,2022,M02,2022 Feb,2.5
LAUST490000000000003,2022,M03,2022 Mar,2.4
LAUST490000000000003,2022,M04,2022 Apr,2.2
LAUST490000000000003,2022,M05,2022 May,2.3
LAUST490000000000003,2022,M06,2022 Jun,2.6
LAUST490000000000003,2022,M07,2022 Jul,2.4
LAUST490000000000003,2022,M08,2022 Aug,2.6
LAUST490000000000003,2022,M09,2022 Sep,2.2
LAUST490000000000003,2022,M10,2022 Oct,2.3
LAUST490000000000003,2022,M11,2022 Nov,2.3
LAUST490000000000003,2022,M12,2022 Dec,2.2
LAUST490000000000003,2023,M01,2023 Jan,2.7
LAUST490000000000003,2023,M02,2023 Feb,2.8
LAUST490000000000003,2023,M03,2023 Mar,2.6
LAUST490000000000003,2023,M04,2023 Apr,2.4
LAUST490000000000003,2023,M05,2023 May,2.6
LAUST490000000000003,2023,M06,2023 Jun,2.8
LAUST490000000000003,2023,M07,2023 Jul,2.7
LAUST490000000000003,2023,M08,2023 Aug,2.9
LAUST490000000000003,2023,M09,2023 Sep,2.5
LAUST490000000000003,2023,M10,2023 Oct,2.6
LAUST490000000000003,2023,M11,2023 Nov,2.5
LAUST490000000000003,2023,M12,2023 Dec,2.5
LAUST490000000000003,2024,M01,2024 Jan,3.0
LAUST490000000000003,2024,M02,2024 Feb,3.3
LAUST500000000000003,2022,M01,2022 Jan,3.0
LAUST500000000000003,2022,M02,2022 Feb,2.7
LAUST500000000000003,2022,M03,2022 Mar,2.5
LAUST500000000000003,2022,M04,2022 Apr,2.4
LAUST500000000000003,2022,M05,2022 May,2.0
LAUST500000000000003,2022,M06,2022 Jun,2.5
LAUST500000000000003,2022,M07,2022 Jul,2.2
LAUST500000000000003,2022,M08,2022 Aug,2.3
LAUST500000000000003,2022,M09,2022 Sep,2.2
LAUST500000000000003,2022,M10,2022 Oct,1.8
LAUST500000000000003,2022,M11,2022 Nov,2.2
LAUST500000000000003,2022,M12,2022 Dec,2.1
LAUST500000000000003,2023,M01,2023 Jan,2.5
LAUST500000000000003,2023,M02,2023 Feb,2.4
LAUST500000000000003,2023,M03,2023 Mar,2.1
LAUST500000000000003,2023,M04,2023 Apr,1.8
LAUST500000000000003,2023,M05,2023 May,1.6
LAUST500000000000003,2023,M06,2023 Jun,2.0
LAUST500000000000003,2023,M07,2023 Jul,1.8
LAUST500000000000003,2023,M08,2023 Aug,2.0
LAUST500000000000003,2023,M09,2023 Sep,2.0
LAUST500000000000003,2023,M10,2023 Oct,1.6
LAUST500000000000003,2023,M11,2023 Nov,2.0
LAUST500000000000003,2023,M12,2023 Dec,2.2
LAUST500000000000003,2024,M01,2024 Jan,2.7
LAUST500000000000003,2024,M02,2024 Feb,2.6
LAUST510000000000003,2022,M01,2022 Jan,2.8
LAUST510000000000003,2022,M02,2022 Feb,2.6
LAUST510000000000003,2022,M03,2022 Mar,2.6
LAUST510000000000003,2022,M04,2022 Apr,2.3
LAUST510000000000003,2022,M05,2022 May,2.8
LAUST510000000000003,2022,M06,2022 Jun,2.9
LAUST510000000000003,2022,M07,2022 Jul,2.9
LAUST510000000000003,2022,M08,2022 Aug,3.3
LAUST510000000000003,2022,M09,2022 Sep,2.9
LAUST510000000000003,2022,M10,2022 Oct,2.8
LAUST510000000000003,2022,M11,2022 Nov,2.8
LAUST510000000000003,2022,M12,2022 Dec,2.5
LAUST510000000000003,2023,M01,2023 Jan,3.0
LAUST510000000000003,2023,M02,2023 Feb,2.9
LAUST510000000000003,2023,M03,2023 Mar,2.8
LAUST510000000000003,2023,M04,2023 Apr,2.4
LAUST510000000000003,2023,M05,2023 May,2.8
LAUST510000000000003,2023,M06,2023 Jun,2.9
LAUST510000000000003,2023,M07,2023 Jul,2.9
LAUST510000000000003,2023,M08,2023 Aug,3.2
LAUST510000000000003,2023,M09,2023 Sep,3.0
LAUST510000000000003,2023,M10,2023 Oct,3.0
LAUST510000000000003,2023,M11,2023 Nov,2.9
LAUST510000000000003,2023,M12,2023 Dec,2.7
LAUST510000000000003,2024,M01,2024 Jan,2.7
LAUST510000000000003,2024,M02,2024 Feb,2.9
LAUST530000000000003,2022,M01,2022 Jan,4.7
LAUST530000000000003,2022,M02,2022 Feb,4.5
LAUST530000000000003,2022,M03,2022 Mar,4.1
LAUST530000000000003,2022,M04,2022 Apr,3.7
LAUST530000000000003,2022,M05,2022 May,3.7
LAUST530000000000003,2022,M06,2022 Jun,4.0
LAUST530000000000003,2022,M07,2022 Jul,3.9
LAUST530000000000003,2022,M08,2022 Aug,4.4
LAUST530000000000003,2022,M09,2022 Sep,3.9
LAUST530000000000003,2022,M10,2022 Oct,4.0
LAUST530000000000003,2022,M11,2022 Nov,4.2
LAUST530000000000003,2022,M12,2022 Dec,4.2
LAUST530000000000003,2023,M01,2023 Jan,4.5
LAUST530000000000003,2023,M02,2023 Feb,4.5
LAUST530000000000003,2023,M03,2023 Mar,4.1
LAUST530000000000003,2023,M04,2023 Apr,3.5
LAUST530000000000003,2023,M05,2023 May,3.6
LAUST530000000000003,2023,M06,2023 Jun,3.7
LAUST530000000000003,2023,M07,2023 Jul,3.8
LAUST530000000000003,2023,M08,2023 Aug,4.3
LAUST530000000000003,2023,M09,2023 Sep,4.0
LAUST530000000000003,2023,M10,2023 Oct,4.2
LAUST530000000000003,2023,M11,2023 Nov,4.3
LAUST530000000000003,2023,M12,2023 Dec,4.6
LAUST530000000000003,2024,M01,2024 Jan,5.4
LAUST530000000000003,2024,M02,2024 Feb,5.7
LAUST540000000000003,2022,M01,2022 Jan,4.6
LAUST540000000000003,2022,M02,2022 Feb,4.7
LAUST540000000000003,2022,M03,2022 Mar,4.2
LAUST540000000000003,2022,M04,2022 Apr,3.8
LAUST540000000000003,2022,M05,2022 May,3.6
LAUST540000000000003,2022,M06,2022 Jun,4.3
LAUST540000000000003,2022,M07,2022 Jul,4.1
LAUST540000000000003,2022,M08,2022 Aug,4.3
LAUST540000000000003,2022,M09,2022 Sep,3.3
LAUST540000000000003,2022,M10,2022 Oct,3.3
LAUST540000000000003,2022,M11,2022 Nov,3.4
LAUST540000000000003,2022,M12,2022 Dec,3.3
LAUST540000000000003,2023,M01,2023 Jan,4.1
LAUST540000000000003,2023,M02,2023 Feb,4.1
LAUST540000000000003,2023,M03,2023 Mar,4.0
LAUST540000000000003,2023,M04,2023 Apr,3.5
LAUST540000000000003,2023,M05,2023 May,3.6
LAUST540000000000003,2023,M06,2023 Jun,4.1
LAUST540000000000003,2023,M07,2023 Jul,4.0
LAUST540000000000003,2023,M08,2023 Aug,4.4
LAUST540000000000003,2023,M09,2023 Sep,3.7
LAUST540000000000003,2023,M10,2023 Oct,3.7
LAUST540000000000003,2023,M11,2023 Nov,3.7
LAUST540000000000003,2023,M12,2023 Dec,3.9
LAUST540000000000003,2024,M01,2024 Jan,4.8
LAUST540000000000003,2024,M02,2024 Feb,5.0
LAUST550000000000003,2022,M01,2022 Jan,3.5
LAUST550000000000003,2022,M02,2022 Feb,3.7
LAUST550000000000003,2022,M03,2022 Mar,3.4
LAUST550000000000003,2022,M04,2022 Apr,2.9
LAUST550000000000003,2022,M05,2022 May,2.6
LAUST550000000000003,2022,M06,2022 Jun,3.3
LAUST550000000000003,2022,M07,2022 Jul,3.1
LAUST550000000000003,2022,M08,2022 Aug,3.0
LAUST550000000000003,2022,M09,2022 Sep,2.5
